distance,speed,frame
2492.156,202,1486
2494.406,203,1487
2496.661,203,1488
2498.917,203,1489
2501.178,204,1490
2503.444,204,1491
2505.728,207,1492
2508.028,207,1493
2510.328,207,1494
2512.633,208,1495
2514.944,208,1496
2517.267,210,1497
2519.6,210,1498
2521.933,210,1499
2524.278,212,1500
2526.633,212,1501
2529.0,214,1502
2531.378,214,1503
2533.756,214,1504
2536.144,216,1505
2538.544,216,1506
2540.95,217,1507
2543.361,217,1508
2545.772,217,1509
2548.194,219,1510
2550.628,219,1511
2553.072,221,1512
2555.528,221,1513
2557.983,221,1514
2560.45,223,1515
2562.928,223,1516
2565.411,224,1517
2567.9,224,1518
2570.389,224,1519
2572.889,226,1520
2575.4,226,1521
2577.922,228,1522
2580.456,228,1523
2582.989,228,1524
2585.528,229,1525
2588.072,229,1526
2590.622,230,1527
2593.178,230,1528
2595.733,230,1529
2598.3,232,1530
2600.878,232,1531
2603.461,233,1532
2606.05,233,1533
2608.639,233,1534
2611.239,235,1535
2613.85,235,1536
2616.467,236,1537
2619.089,236,1538
2621.711,236,1539
2624.339,237,1540
2626.972,237,1541
2629.611,238,1542
2632.256,238,1543
2634.9,238,1544
2637.55,239,1545
2640.206,239,1546
2642.872,241,1547
2645.55,241,1548
2648.228,241,1549
2650.911,242,1550
2653.6,242,1551
2656.3,244,1552
2659.011,244,1553
2661.722,244,1554
2664.439,245,1555
2667.161,245,1556
2669.894,247,1557
2672.639,247,1558
2675.383,247,1559
2678.133,248,1560
2680.889,248,1561
2683.656,250,1562
2686.433,250,1563
2689.211,250,1564
2691.994,251,1565
2694.783,251,1566
2697.583,253,1567
2700.394,253,1568
2703.206,253,1569
2706.022,254,1570
2708.844,254,1571
2711.672,255,1572
2714.506,255,1573
2717.339,255,1574
2720.183,257,1575
2723.039,257,1576
2725.9,258,1577
2728.767,258,1578
2731.633,258,1579
2734.506,259,1580
2737.383,259,1581
2740.267,260,1582
2743.156,260,1583
2746.044,260,1584
2748.944,262,1585
2751.856,262,1586
2754.772,263,1587
2757.694,263,1588
2760.617,263,1589
2763.55,265,1590
2766.494,265,1591
2769.439,265,1592
2772.383,265,1593
2775.328,265,1594
2778.283,267,1595
2781.25,267,1596
2784.222,268,1597
2787.2,268,1598
2790.178,268,1599
2793.161,269,1600
2796.15,269,1601
